,chainlength,barrier_content,degenerate_barrier_content,degenerate_adjacent_score,cell_chain,internal_chainlength,barrier_fraction,imagename,source_cell,target_cell,vertex,object,weighted_barrier_content,binary_barrier,adjacent_barrier
344,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6067,6083,0.0,0,0
345,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6086,6114,0.0,0,0
346,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6106,6127,0.0,0,0
347,5,2,0.5,0.0,"['Epithelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'CD4 T cells']",3,0.6666666666666666,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6156,6181,0.8333333333333333,1,0
348,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6183,6169,0.0,0,0
349,3,0,0.3333333333333333,0.3333333333333333,"['Epithelial cells', 'Endothelial cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6236,6200,0.0,0,0
350,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6239,6192,0.0,0,0
351,3,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6253,6201,0.0,0,0
352,3,1,1.0,1.0,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6261,6262,1.0,1,1
353,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6274,6323,0.0,0,0
354,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6301,6287,0.0,0,0
355,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6352,6380,0.0,0,0
356,3,0,0.0,0.0,"['Epithelial cells', 'CD8 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6359,6360,0.0,0,0
357,5,0,0.2,0.4,"['Epithelial cells', 'Endothelial cells', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",3,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6387,6442,0.0,0,0
358,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6389,6404,0.0,0,0
359,3,1,0.25,0.25,"['Epithelial cells', 'Myofibroblasts', 'CD4 T cells']",1,1.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6413,6458,1.0,1,1
360,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6419,6462,0.0,0,0
361,3,0,0.0,0.0,"['Epithelial cells', 'Unassigned', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6472,6526,0.0,0,0
362,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6474,6635,0.0,0,0
363,3,0,0.0,0.0,"['Epithelial cells', 'CD8 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6488,6453,0.0,0,0
364,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6501,6501,0.0,0,0
365,3,0,0.0,0.0,"['Epithelial cells', 'Endothelial cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6503,6460,0.0,0,0
366,3,0,0.0,0.0,"['Epithelial cells', 'Endothelial cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6516,6583,0.0,0,0
367,3,0,0.0,0.0,"['Epithelial cells', 'CD4+ Myeloid cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6543,6483,0.0,0,0
368,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6545,6696,0.0,0,0
369,3,0,0.0,0.0,"['Epithelial cells', 'Mesenchymal cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6551,6595,0.0,0,0
370,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6559,6437,0.0,0,0
371,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6588,6559,0.0,0,0
372,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6596,6638,0.0,0,0
373,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6617,6632,0.0,0,0
374,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6653,6607,0.0,0,0
375,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6659,6680,0.0,0,0
376,3,0,0.0,0.0,"['Epithelial cells', 'Unassigned', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6660,6601,0.0,0,0
377,3,0,0.0,0.0,"['Epithelial cells', 'Unassigned', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6661,6614,0.0,0,0
378,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6663,6683,0.0,0,0
379,3,0,0.0,0.0,"['Epithelial cells', 'Cytotoxic CD4 T cells', 'CD4 T cells']",1,0.0,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6670,6549,0.0,0,0
380,2,0,0.0,0.0,"['Epithelial cells', 'CD4 T cells']",0,,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6698,6700,0.0,0,0
381,7,2,0.2222222222222222,0.3333333333333333,"['Epithelial cells', 'Endothelial cells', 'Myofibroblasts', 'Myofibroblasts', 'Mesenchymal cells', 'Mesenchymal cells', 'CD4 T cells']",5,0.4,P1_TMA_REC_20190508-roi_4,CD4 T cells,Epithelial cells,6736,6708,0.8333333333333333,1,0
